50,,,,,,,
1,21127006,Nguyen,Quang,male,17/02/2002,174005,1
2,21127006,Nguyen,Quang,male,17/02/2003,173893,1
3,21127006,Nguyen,Quang,male,17/02/2004,173790,1
4,21127006,Nguyen,Quang,male,17/02/2005,173681,1
5,21127006,Nguyen,Quang,male,17/02/2006,173750,1
6,21127006,Nguyen,Quang,male,17/02/2007,173902,1
7,21127006,Nguyen,Quang,male,17/02/2008,173871,1
8,21127006,Nguyen,Quang,male,17/02/2009,173571,1
9,21127006,Nguyen,Quang,male,17/02/2010,173676,1
10,21127006,Nguyen,Quang,male,17/02/2011,173758,1
11,21127006,Nguyen,Quang,male,17/02/2012,173935,1
12,21127006,Nguyen,Quang,male,17/02/2013,173746,1
13,21127006,Nguyen,Quang,male,17/02/2014,173856,1
14,21127006,Nguyen,Quang,male,17/02/2015,173792,1
15,21127006,Nguyen,Quang,male,17/02/2016,173581,1
16,21127006,Nguyen,Quang,male,17/02/2017,173489,1
17,21127006,Nguyen,Quang,female,17/02/2018,173819,1
18,21127006,Nguyen,Quang,male,17/02/2019,173957,1
19,21127006,Nguyen,Quang,male,17/02/2020,173674,1
20,21127006,Nguyen,Quang,male,17/02/2021,173914,1
21,21127006,Nguyen,Quang,male,17/02/2022,173944,1
22,21127006,Nguyen,Quang,male,17/02/2023,173647,1
23,21127006,Nguyen,Quang,male,17/02/2024,173559,1
24,21127006,Nguyen,Quang,male,17/02/2025,174047,1
25,21127006,Nguyen,Quang,male,17/02/2026,173672,1
26,21127006,Nguyen,Quang,male,17/02/2027,173822,1
27,21127006,Nguyen,Quang,male,17/02/2028,173532,1
28,21127006,Nguyen,Quang,male,17/02/2029,174031,1
29,21127006,Nguyen,Quang,male,17/02/2030,174069,1
30,21127006,Nguyen,Quang,male,17/02/2031,173801,1
31,21127006,Nguyen,Quang,male,17/02/2032,173974,1
32,21127006,Nguyen,Quang,male,17/02/2033,173912,1
33,21127006,Nguyen,Quang,male,17/02/2034,173613,1
34,21127006,Nguyen,Quang,male,17/02/2035,173923,1
35,21127006,Nguyen,Quang,male,17/02/2036,174085,1
36,21127006,Nguyen,Quang,female,17/02/2037,173992,1
37,21127006,Nguyen,Quang,male,17/02/2038,173931,1
38,21127006,Nguyen,Quang,male,17/02/2039,174134,1
39,21127006,Nguyen,Quang,male,17/02/2040,173698,1
40,21127006,Nguyen,Quang,male,17/02/2041,173995,1
41,21127006,Nguyen,Quang,male,17/02/2042,173533,1
42,21127006,Nguyen,Quang,male,17/02/2043,173630,1
43,21127006,Nguyen,Quang,male,17/02/2044,174033,1
44,21127006,Nguyen,Quang,male,17/02/2045,173662,1
45,21127006,Nguyen,Quang,male,17/02/2046,173917,1
46,21127006,Nguyen,Quang,male,17/02/2047,173652,1
47,21127006,Nguyen,Quang,male,17/02/2048,173531,1
48,21127006,Nguyen,Quang,male,17/02/2049,174061,1
49,21127006,Nguyen,Quang,male,17/02/2050,173764,1
50,21127006,Nguyen,Quang,male,17/02/2051,173889,1
